Data for 500x500 matrix
id,width,height,value
3216,8,1,9
3217,4,8,4
3218,3,10,9
3219,9,10,5
3220,8,2,6
3221,9,10,7
3222,3,6,1
3223,6,2,7
3224,9,5,9
3225,8,3,7
3226,1,3,4
3227,2,3,2
3228,6,4,2
3229,4,1,3
3230,8,3,2
3231,8,3,2
3232,9,1,1
3233,5,2,8
3234,6,6,8
3235,4,6,10
3236,9,2,6
3237,4,3,3
3238,2,9,2
3239,1,10,10
3240,1,2,5
3241,8,4,8
3242,7,7,1
3243,6,9,8
3244,6,8,1
3245,3,1,2
3246,4,2,6
3247,1,6,3
3248,7,3,6
3249,8,7,7
3250,1,4,6
3251,1,2,9
3252,3,6,3
3253,3,5,3
3254,10,7,2
3255,1,10,1
3256,9,3,1
3257,4,2,1
3258,9,7,7
3259,7,4,1
3260,3,6,8
3261,10,10,9
3262,9,5,7
3263,2,2,8
3264,10,5,9
3265,1,1,3
3266,9,5,7
3267,1,4,5
3268,4,8,6
3269,2,10,3
3270,3,2,9
3271,8,9,4
3272,8,6,3
3273,5,9,9
3274,2,2,1
3275,4,1,3
3276,6,3,3
3277,5,10,4
3278,7,8,5
3279,8,9,4
3280,9,9,1
3281,1,7,9
3282,8,9,7
3283,4,6,4
3284,1,10,6
3285,4,8,9
3286,4,7,7
3287,1,10,5
3288,1,4,2
3289,5,9,7
3290,2,6,4
3291,5,3,8
3292,3,4,4
3293,10,3,7
3294,2,9,7
3295,3,2,4
3296,7,1,1
3297,6,3,7
3298,10,3,7
3299,8,3,1
3300,10,6,9
3301,8,7,10
3302,8,5,4
3303,9,8,7
3304,1,3,6
3305,3,1,3
3306,10,7,9
3307,6,7,5
3308,9,4,2
3309,1,3,2
3310,3,1,1
3311,10,5,1
3312,2,8,3
3313,10,7,4
3314,6,1,10
3315,4,8,4
3316,9,10,1
3317,7,9,9
3318,9,2,1
3319,2,6,2
3320,2,6,5
3321,2,9,6
3322,9,1,3
3323,6,7,7
3324,4,10,8
3325,5,8,2
3326,2,2,5
3327,7,7,5
3328,4,6,7
3329,10,2,10
3330,3,4,1
3331,6,3,9
3332,9,7,3
3333,9,10,9
3334,10,7,8
3335,8,2,1
3336,4,7,4
3337,5,10,4
3338,4,10,4
3339,5,4,6
3340,7,7,8
3341,10,5,3
3342,1,7,1
3343,7,6,9
3344,2,4,10
3345,6,3,5
3346,9,4,4
3347,6,7,3
3348,4,10,1
3349,3,5,2
3350,7,8,2
3351,2,10,5
3352,8,2,4
3353,1,2,3
3354,3,10,2
3355,4,9,4
3356,9,8,2
3357,5,7,4
3358,10,2,2
3359,5,8,9
3360,3,8,9
3361,4,2,3
3362,9,6,2
3363,4,4,3
3364,1,6,9
3365,5,10,3
3366,2,10,2
3367,1,5,5
3368,9,9,3
3369,5,4,6
3370,3,5,8
3371,10,5,7
3372,2,5,3
3373,1,3,2
3374,1,4,5
3375,9,9,8
3376,6,5,3
3377,8,8,2
3378,7,10,7
3379,7,6,10
3380,8,2,1
3381,4,2,7
3382,10,1,3
3383,6,4,2
3384,3,8,3
3385,4,3,8
3386,5,7,2
3387,5,3,5
3388,3,3,10
3389,6,6,3
3390,3,10,6
3391,4,4,7
3392,6,5,6
3393,8,5,5
3394,9,5,8
3395,10,8,1
3396,3,10,1
3397,9,5,4
3398,10,10,7
3399,10,3,2
3400,8,4,7
3401,6,1,8
3402,6,3,3
3403,8,10,9
3404,8,6,4
3405,5,7,6
3406,1,6,4
3407,5,8,9
3408,7,2,2
3409,9,3,9
3410,7,6,9
3411,6,7,4
3412,2,10,4
3413,5,7,4
3414,8,6,8
3415,5,3,9
3416,10,1,8
3417,1,3,8
3418,2,7,10
3419,5,6,1
3420,6,8,6
3421,4,1,1
3422,7,1,6
3423,5,7,10
3424,4,8,9
3425,5,1,4
3426,6,8,2
3427,5,10,10
3428,2,8,5
3429,7,7,3
3430,10,6,2
3431,3,9,9
3432,10,6,1
3433,1,6,7
3434,6,9,8
3435,5,3,5
3436,9,7,1
3437,6,1,8
3438,7,8,7
3439,2,5,10
3440,8,8,6
3441,1,8,6
3442,10,4,1
3443,4,9,6
3444,7,3,9
3445,1,9,10
3446,6,1,6
3447,4,3,4
3448,3,1,2
3449,5,6,3
3450,9,4,10
3451,5,3,7
3452,7,3,2
3453,9,2,8
3454,7,9,4
3455,8,9,3
3456,10,8,7
3457,5,9,9
3458,3,5,5
3459,7,2,9
3460,7,3,4
3461,6,3,6
3462,1,1,9
3463,7,9,2
3464,7,1,4
3465,4,7,1
3466,7,10,8
3467,1,9,8
3468,6,3,2
3469,6,8,6
3470,3,5,4
3471,10,4,1
3472,3,9,7
3473,2,4,9
3474,4,1,7
3475,4,6,3
3476,6,1,3
3477,6,4,1
3478,5,7,6
3479,6,3,5
3480,3,2,5
3481,7,7,7
3482,8,3,3
3483,7,5,2
3484,10,5,2
3485,6,3,4
3486,10,5,4
3487,2,10,4
3488,2,3,6
3489,1,4,1
3490,3,9,2
3491,8,6,10
3492,4,3,2
3493,9,10,8
3494,10,8,8
3495,1,6,9
3496,9,9,2
3497,2,4,2
3498,1,6,1
3499,4,5,3
3500,3,3,2
3501,8,7,8
3502,10,8,2
3503,8,3,6
3504,9,3,7
3505,4,6,8
3506,7,9,8
3507,6,10,7
3508,9,3,10
3509,1,2,7
3510,9,5,9
3511,1,5,8
3512,9,10,2
3513,4,9,10
3514,9,9,10
3515,4,7,2
3516,10,3,6
3517,4,1,9
3518,10,2,3
3519,4,2,3
3520,9,1,7
3521,10,3,1
3522,10,10,1
3523,1,4,8
3524,2,8,8
3525,1,8,10
3526,7,2,8
3527,8,8,5
3528,8,9,9
3529,1,1,7
3530,8,1,10
3531,8,5,7
3532,10,8,5
3533,7,7,6
3534,6,9,6
3535,1,6,8
3536,9,6,2
3537,2,9,8
3538,1,1,3
3539,3,8,7
3540,5,5,1
3541,8,4,10
3542,6,5,6
3543,6,6,2
3544,5,8,8
3545,6,5,3
3546,5,9,4
3547,8,9,5
3548,3,5,7
3549,1,6,4
3550,8,9,10
3551,8,8,7
3552,2,10,8
3553,5,2,6
3554,8,4,4
3555,10,5,3
3556,7,2,1
3557,3,8,3
3558,8,2,8
3559,5,6,9
3560,9,1,7
3561,10,2,10
3562,3,7,6
3563,8,1,10
3564,3,5,4
3565,2,6,7
3566,8,6,7
3567,7,8,9
3568,8,8,1
3569,4,6,10
3570,9,9,9
3571,2,2,4
3572,4,5,5
3573,1,8,3
3574,7,7,5
3575,5,4,5
3576,3,9,5
3577,9,7,2
3578,6,2,10
3579,8,4,8
3580,9,5,8
3581,8,5,3
3582,7,4,4
3583,2,5,4
3584,9,9,5
3585,4,3,2
3586,6,4,9
3587,2,5,5
3588,7,7,1
3589,9,5,9
3590,5,5,3
3591,5,6,7
3592,8,4,1
3593,2,3,1
3594,8,1,8
3595,2,5,6
3596,8,3,3
3597,1,1,10
3598,7,2,2
3599,9,2,9
3600,7,1,2
3601,8,9,3
3602,10,4,4
3603,10,6,4
3604,7,6,5
3605,8,3,1
3606,9,8,9
3607,7,8,2
3608,5,1,4
3609,1,4,8
3610,8,2,7
3611,4,9,10
3612,1,8,8
3613,2,3,9
3614,8,4,7
3615,6,8,10
3616,1,7,7
3617,5,1,3
3618,6,7,7
3619,9,1,10
3620,6,5,1
3621,6,4,6
3622,5,8,9
3623,8,3,4
3624,1,5,10
3625,7,10,7
3626,2,4,1
3627,5,2,5
3628,3,10,1
3629,10,2,5
3630,3,6,3
3631,10,8,9
3632,5,9,3
3633,2,10,5
3634,10,2,4
3635,5,10,4
3636,10,3,4
3637,9,2,8
3638,10,7,9
3639,3,5,8
3640,3,9,10
3641,9,2,6
3642,2,10,9
3643,5,3,9
3644,9,7,8
3645,8,2,10
3646,7,7,1
3647,2,3,1
3648,5,9,8
3649,8,10,8
3650,7,5,7
3651,1,10,1
3652,8,4,5
3653,1,9,9
3654,6,6,2
3655,2,8,3
3656,8,2,1
3657,9,8,3
3658,7,4,6
3659,7,2,2
3660,6,10,6
3661,5,1,8
3662,5,3,9
3663,1,3,8
3664,4,1,8
3665,8,4,3
3666,8,2,9
3667,1,6,9
3668,8,10,7
3669,10,7,8
3670,9,1,5
3671,9,8,7
3672,5,9,6
3673,3,7,10
3674,7,3,7
3675,7,1,2
3676,3,2,6
3677,9,3,9
3678,8,6,10
3679,10,6,9
3680,1,9,6
3681,8,2,5
3682,2,6,5
3683,6,10,3
3684,6,8,3
3685,1,1,1
3686,8,8,4
3687,1,10,5
3688,2,6,10
3689,10,6,3
3690,4,4,6
3691,3,9,9
3692,3,5,9
3693,9,5,10
3694,10,4,1
3695,7,3,2
3696,8,4,7
3697,5,3,6
3698,3,6,10
3699,1,2,8
3700,8,2,8
3701,5,6,5
3702,9,8,8
3703,3,4,8
3704,6,2,3
3705,4,9,8
3706,2,3,2
3707,8,1,5
3708,10,9,3
3709,2,3,5
3710,4,7,8
3711,4,8,6
3712,2,1,3
3713,7,3,9
3714,9,8,8
3715,1,3,5
3716,5,1,8
3717,5,4,1
3718,9,3,9
3719,10,3,3
3720,5,3,4
3721,9,10,5
3722,3,9,3
3723,5,8,8
3724,10,2,10
3725,8,7,5
3726,5,1,9
3727,5,9,3
3728,1,1,8
3729,4,9,1
3730,8,8,1
3731,4,5,10
3732,7,2,3
3733,7,4,7
3734,10,1,1
3735,4,3,6
3736,1,8,6
3737,7,8,10
3738,5,6,3
3739,4,1,3
3740,10,5,8
3741,9,1,5
3742,6,2,1
3743,4,8,7
3744,7,4,5
3745,1,1,6
3746,3,6,3
3747,6,9,2
3748,6,4,4
3749,9,10,4
3750,2,7,6
3751,3,7,10
3752,7,2,2
3753,8,7,2
3754,4,5,9
3755,7,2,2
3756,10,9,3
3757,7,3,10
3758,6,7,7
3759,8,5,8
3760,6,10,7
3761,8,10,3
3762,10,10,7
3763,7,2,2
3764,10,2,10
3765,5,2,5
3766,10,8,6
3767,3,2,3
3768,3,9,7
3769,7,6,7
3770,10,4,5
3771,2,8,8
3772,1,5,1
3773,7,1,8
3774,6,1,9
3775,10,1,1
3776,8,6,4
3777,3,2,5
3778,3,3,2
3779,7,3,6
3780,9,4,10
3781,4,5,5
3782,10,6,7
3783,8,6,5
3784,3,1,7
3785,1,7,7
3786,10,6,10
3787,4,8,5
3788,2,10,4
3789,1,7,2
3790,1,8,6
3791,8,6,5
3792,8,8,8
3793,9,7,10
3794,10,1,8
3795,10,2,7
3796,7,1,7
3797,6,6,5
3798,9,2,5
3799,1,3,1
3800,8,4,10
3801,6,8,7
3802,9,8,3
3803,6,9,3
3804,2,3,3
3805,2,5,10
3806,3,1,6
3807,9,10,4
3808,9,8,8
3809,6,1,6
3810,4,4,3
3811,3,3,9
3812,2,5,8
3813,6,1,7
3814,8,9,3
3815,9,7,5
3816,9,2,1
3817,4,10,7
3818,3,7,5
3819,9,9,9
3820,10,3,2
3821,6,1,8
3822,2,2,10
3823,6,8,2
3824,3,6,8
3825,2,10,7
3826,8,10,10
3827,2,4,3
3828,7,8,7
3829,8,7,1
3830,5,10,7
3831,10,10,5
3832,3,7,10
3833,8,1,8
3834,1,8,2
3835,6,4,9
3836,5,6,10
3837,6,3,7
3838,1,2,6
3839,8,7,4
3840,8,3,5
3841,4,7,4
3842,4,5,7
3843,10,9,5
3844,10,9,10
3845,6,8,10
3846,4,8,10
3847,7,9,3
3848,6,7,2
3849,1,10,4
3850,1,9,4
3851,5,6,7
3852,7,2,2
3853,3,3,2
3854,4,1,4
3855,5,10,5
3856,7,2,2
3857,9,4,10
3858,10,1,8
3859,5,4,5
3860,4,8,2
3861,6,10,6
3862,9,2,4
3863,3,9,8
3864,7,3,6
3865,5,3,8
3866,8,10,3
3867,7,8,9
3868,3,2,9
3869,10,7,1
3870,10,7,10
3871,3,2,5
3872,6,6,5
3873,10,10,4
3874,6,8,5
3875,5,4,2
3876,3,7,1
3877,3,5,5
3878,6,8,5
3879,5,1,9
3880,6,3,2
3881,2,5,2
3882,2,4,1
3883,9,5,6
3884,9,7,1
3885,10,4,8
3886,9,3,6
3887,6,10,10
3888,5,5,5
3889,2,9,10
3890,4,5,6
3891,8,2,7
3892,10,10,3
3893,1,4,5
3894,5,8,9
3895,8,6,4
3896,7,10,3
3897,3,8,3
3898,10,9,6
3899,2,6,4
3900,4,8,7
3901,5,3,7
3902,1,9,2
3903,9,9,1
3904,7,2,6
3905,5,4,7
3906,10,9,5
3907,7,6,5
3908,9,7,8
3909,9,4,4
3910,4,6,6
3911,5,1,9
3912,4,5,5
3913,3,1,5
3914,9,5,10
3915,4,1,9
3916,3,5,10
3917,3,10,6
3918,9,4,1
3919,6,4,10
3920,6,8,4
3921,6,3,10
3922,10,5,1
3923,5,7,2
3924,7,1,3
3925,8,3,6
3926,3,9,1
3927,2,4,7
3928,10,7,8
3929,6,6,1
3930,6,5,1
3931,5,9,8
3932,4,1,4
3933,5,2,1
3934,4,6,4
3935,6,3,7
3936,5,6,7
3937,10,8,3
3938,10,3,5
3939,6,7,5
3940,9,4,9
3941,10,4,2
3942,6,7,8
3943,8,1,7
3944,3,5,10
3945,5,10,6
3946,10,1,6
3947,10,1,5
3948,9,10,5
3949,3,9,3
3950,5,2,2
3951,9,8,1
3952,2,1,4
3953,7,2,4
3954,3,8,10
3955,5,8,7
3956,6,8,2
3957,3,1,2
3958,9,1,2
3959,3,2,2
3960,8,2,5
3961,5,8,6
3962,3,2,10
3963,10,7,6
3964,10,1,1
3965,6,2,5
3966,2,8,6
3967,5,8,8
3968,10,4,8
3969,4,4,9
3970,5,2,3
3971,4,6,6
3972,2,6,7
3973,2,5,9
3974,1,2,3
3975,3,10,2
3976,9,6,4
3977,1,7,1
3978,9,9,4
3979,3,5,9
3980,3,2,6
3981,8,6,9
3982,9,10,2
3983,8,2,6
3984,9,3,6
3985,3,3,10
3986,4,8,1
3987,9,8,4
3988,6,9,9
3989,4,2,3
3990,3,10,9
3991,2,5,3
3992,4,4,6
3993,7,5,1
3994,10,6,3
3995,3,4,4
3996,10,5,10
3997,7,1,3
3998,6,3,9
3999,10,7,1
4000,6,8,5
4001,7,2,2
4002,8,3,8
4003,7,3,3
4004,7,6,9
4005,7,10,7
4006,9,5,2
4007,4,5,6
4008,8,10,2
4009,1,6,7
4010,10,10,4
4011,3,9,10
4012,8,7,2
4013,7,2,9
4014,2,4,2
4015,7,8,7
4016,3,8,1
4017,7,5,8
4018,8,3,7
4019,2,6,4
4020,3,10,7
4021,3,5,7
4022,3,9,7
4023,7,6,2
4024,8,6,1
4025,5,1,6
4026,1,6,7
4027,4,7,1
4028,3,8,4
4029,4,2,9
4030,1,10,9
4031,2,3,3
4032,10,1,9
4033,8,4,7
4034,9,10,10
4035,2,6,4
4036,6,2,2
4037,7,3,4
4038,7,4,5
4039,9,5,10
4040,4,6,9
4041,4,9,8
4042,5,2,8
4043,10,3,4
4044,9,6,10
4045,9,9,4
4046,7,3,3
4047,9,9,9
4048,3,5,10
4049,6,4,2
4050,10,7,8
4051,7,6,7
4052,1,6,4
4053,5,7,9
4054,5,7,3
4055,6,9,2
4056,2,9,8
4057,1,2,8
4058,3,6,9
4059,10,5,2
4060,3,10,10
4061,8,1,9
4062,7,10,7
4063,9,7,6
4064,9,6,8
4065,7,7,2
4066,6,3,3
4067,7,4,4
4068,9,1,2
4069,3,1,9
4070,10,4,6
4071,6,10,10
4072,5,3,2
4073,1,4,10
4074,5,5,4
4075,2,2,5
4076,4,3,5
4077,4,10,3
4078,8,5,4
4079,6,3,7
4080,10,7,9
4081,10,5,2
4082,8,9,1
4083,9,4,6
4084,2,10,10
4085,7,3,8
4086,7,4,3
4087,2,4,4
4088,8,1,8
4089,10,5,1
4090,7,8,4
4091,4,9,4
4092,1,2,4
4093,10,7,4
4094,10,10,9
4095,6,4,10
4096,1,7,3
4097,2,4,7
4098,7,1,5
4099,8,5,4
4100,3,3,1
4101,8,7,9
4102,9,8,5
4103,1,2,10
4104,10,10,10
4105,3,9,1
4106,10,4,2
4107,1,1,3
4108,9,8,8
4109,9,7,8
4110,1,1,3
4111,9,5,5
4112,2,8,10
4113,9,3,9
4114,1,5,7
4115,10,5,6
4116,7,9,10
4117,9,4,7
4118,8,5,3
4119,8,7,8
4120,5,1,4
4121,5,8,1
4122,2,1,1
4123,10,7,3
4124,6,3,4
4125,6,3,1
4126,4,7,10
4127,2,6,5
4128,7,7,4
4129,5,1,1
4130,9,4,6
4131,1,2,8
4132,8,8,5
4133,7,3,9
4134,9,7,2
4135,4,3,4
4136,3,1,6
4137,10,2,8
4138,4,2,2
4139,9,3,1
4140,4,9,5
4141,9,7,1
4142,6,4,7
4143,5,6,9
4144,5,8,9
4145,3,10,7
4146,5,7,2
4147,2,10,1
4148,10,5,9
4149,1,10,5
4150,7,8,1
4151,7,5,8
4152,10,3,10
4153,9,7,10
4154,5,2,2
4155,7,10,3
4156,3,8,5
4157,2,1,10
4158,8,6,9
4159,5,1,1
4160,5,10,9
4161,6,9,8
4162,1,4,9
4163,3,1,10
4164,4,6,4
4165,4,10,1
4166,3,4,1
4167,2,10,9
4168,10,3,2
4169,5,1,6
4170,9,1,10
4171,6,6,4
4172,3,3,2
4173,5,7,1
4174,4,7,9
4175,3,9,3
4176,8,5,7
4177,7,1,4
4178,5,9,6
4179,1,5,2
4180,6,10,8
4181,8,4,10
4182,1,2,1
4183,9,3,4
4184,3,5,2
4185,4,1,8
4186,4,1,9
4187,7,10,5
4188,8,7,6
4189,1,5,1
4190,4,9,7
4191,8,2,10
4192,7,9,2
4193,8,7,10
4194,1,1,6
4195,9,4,5
4196,3,8,7
4197,4,6,6
4198,7,8,5
4199,3,4,9
4200,4,10,6
4201,9,6,1
4202,5,7,8
4203,7,1,6
4204,4,5,8
4205,1,1,10
4206,2,5,2
4207,2,6,1
4208,7,3,8
4209,2,4,1
4210,10,6,2
4211,9,1,4
4212,3,4,2
4213,10,3,1
4214,1,8,8
4215,9,1,7
4216,8,8,1
4217,6,9,8
4218,3,8,4
4219,6,6,7
4220,8,8,9
4221,2,9,8
4222,9,10,4
4223,4,10,3
4224,5,7,3
4225,2,3,8
4226,1,3,4
4227,9,2,6
4228,8,2,6
4229,5,3,2
4230,3,10,3
4231,2,9,3
4232,8,3,4
4233,9,9,6
4234,3,9,9
4235,10,4,10
4236,4,8,7
4237,6,3,4
4238,6,7,8
4239,8,2,1
4240,7,5,5
4241,7,2,7
4242,10,7,6
4243,10,10,8
4244,2,4,3
4245,5,2,4
4246,8,7,3
4247,6,9,3
4248,8,4,6
4249,9,4,1
4250,7,10,9
4251,2,3,10
4252,10,2,6
4253,4,8,4
4254,3,7,1
4255,8,6,10
4256,7,9,5
4257,6,10,7
4258,10,5,10
4259,2,5,8
4260,10,10,8
4261,10,10,3
4262,3,4,2
4263,2,6,8
4264,1,2,3
4265,2,6,5
4266,10,10,8
4267,10,6,3
4268,3,3,3
4269,2,4,8
4270,8,8,8
4271,2,5,10
4272,8,4,9
4273,1,9,2
4274,1,7,2
4275,2,9,10
4276,1,2,5
4277,10,7,10
4278,2,4,9
4279,5,5,9
4280,5,4,5
4281,8,3,6
4282,9,4,10
4283,6,4,8
4284,3,8,7
4285,3,6,9
4286,2,4,7
4287,5,8,3
4288,8,7,8
4289,1,10,8
4290,1,10,10
4291,10,9,6
4292,7,1,2
4293,9,8,9
4294,6,1,1
4295,4,9,1
4296,1,10,3
4297,3,8,2
4298,7,4,4
4299,1,4,4
4300,10,2,4
4301,3,2,3
4302,6,7,1
4303,7,8,1
4304,9,10,5
4305,4,5,3
4306,5,7,8
4307,10,2,4
4308,4,8,8
4309,2,10,5
4310,4,8,7
4311,7,1,1
4312,9,2,10
4313,4,10,3
4314,4,5,4
4315,4,8,5
4316,6,9,1
4317,6,5,5
4318,5,9,1
4319,5,7,9
4320,6,10,5
4321,9,5,3
4322,1,9,4
4323,7,8,5
4324,5,2,8
4325,6,2,10
4326,1,9,7
4327,1,9,8
4328,2,2,1
4329,10,2,8
4330,4,8,3
4331,1,6,8
4332,10,2,9
4333,7,7,9
4334,1,3,8
4335,2,2,9
4336,5,9,6
4337,5,4,6
4338,3,3,2
4339,2,8,5
4340,10,9,10
4341,6,4,9
4342,8,9,3
4343,10,10,1
4344,2,7,7
4345,6,2,10
4346,4,4,9
4347,3,10,1
4348,7,1,1
4349,3,8,1
4350,7,10,3
4351,3,1,7
4352,1,5,2
4353,5,3,5
4354,6,2,5
4355,4,9,8
4356,3,8,3
4357,2,1,6
4358,4,10,2
4359,8,8,3
4360,10,3,6
4361,6,9,9
4362,3,10,6
4363,4,5,8
4364,1,9,4
4365,5,9,2
4366,4,4,7
4367,7,4,1
4368,6,3,6
4369,9,5,3
4370,4,4,4
4371,7,6,4
4372,3,4,5
4373,7,4,3
4374,9,10,10
4375,3,10,5
4376,8,8,1
4377,5,6,3
4378,7,2,10
4379,3,9,8
4380,8,8,7
4381,10,5,3
4382,2,10,1
4383,8,5,1
4384,2,5,5
4385,6,3,4
4386,3,9,10
4387,10,9,7
4388,5,3,3
4389,7,4,8
4390,1,2,6
4391,7,2,7
4392,3,9,8
4393,2,8,6
4394,7,6,4
4395,1,3,2
4396,4,6,7
4397,5,8,3
4398,2,5,2
4399,9,2,1
4400,2,8,8
4401,5,9,5
4402,8,9,7
4403,5,5,1
4404,4,8,6
4405,10,3,3
4406,9,3,8
4407,2,8,8
4408,8,6,6
4409,9,4,7
4410,3,10,3
4411,3,6,8
4412,4,5,3
4413,4,8,5
4414,7,1,5
4415,6,6,4
4416,2,4,1
4417,3,5,10
4418,2,8,3
4419,9,8,4
4420,10,10,10
4421,1,1,9
4422,9,5,8
4423,3,10,9
4424,9,2,7
4425,3,10,3
4426,5,2,9
4427,7,7,2
4428,1,4,8
4429,7,6,5
4430,4,1,2
4431,3,3,7
4432,4,10,7
4433,1,3,3
4434,8,9,9
4435,5,8,6
4436,7,7,4
4437,9,6,1
4438,4,6,6
4439,2,10,5
4440,1,10,7
4441,8,4,5
4442,9,5,9
4443,1,5,10
4444,8,8,1
4445,10,10,4
4446,5,1,9
4447,4,7,1
4448,5,7,2
4449,3,4,2
4450,10,7,6
4451,4,10,1
4452,6,3,7
4453,9,10,4
4454,6,5,10
4455,10,1,8
4456,9,1,1
4457,4,9,9
4458,3,1,4
4459,3,9,6
4460,1,7,6
4461,4,5,3
4462,3,6,9
4463,6,2,4
4464,9,10,4
4465,1,10,9
4466,10,4,4
4467,8,6,5
4468,1,9,9
4469,4,10,3
4470,9,10,5
4471,7,1,2
4472,6,10,6
4473,10,4,3
4474,6,7,7
4475,2,4,10
4476,1,5,5
4477,8,6,8
4478,2,3,6
4479,1,9,3
4480,2,5,2
4481,5,6,2
4482,5,3,5
4483,2,5,1
4484,6,4,7
4485,5,10,9
4486,1,6,6
4487,5,8,4
4488,10,6,5
4489,1,1,7
4490,4,3,7
4491,8,1,10
4492,10,7,4
4493,8,3,4
4494,2,1,6
4495,10,6,1
4496,3,4,2
4497,9,5,8
4498,4,3,6
4499,1,9,9
4500,5,3,1
4501,5,5,1
4502,10,6,6
4503,6,1,2
4504,4,3,6
4505,10,9,5
4506,3,4,1
4507,10,3,10
4508,6,9,3
4509,10,10,6
4510,1,2,8
4511,3,1,3
4512,1,2,9
4513,1,2,10
4514,6,5,6
4515,1,4,9
4516,8,8,6
4517,1,10,5
4518,4,5,2
4519,5,2,7
4520,1,7,8
4521,1,9,8
4522,8,1,10
4523,1,4,2
4524,2,2,5
4525,2,4,1
4526,2,2,10
4527,1,7,2
4528,1,2,1
4529,8,6,6
4530,4,9,10
4531,4,6,5
4532,6,1,5
4533,4,4,6
4534,3,7,3
4535,9,8,4
4536,4,10,6
4537,2,6,1
4538,7,4,3
4539,10,7,7
4540,7,3,10
4541,9,1,7
4542,9,6,5
4543,2,3,8
4544,3,10,8
4545,1,10,9
4546,7,9,10
4547,8,6,3
4548,4,10,10
4549,6,6,1
4550,2,2,10
4551,3,1,10
4552,3,8,10
4553,1,1,3
4554,6,2,5
4555,4,1,7
4556,1,2,6
4557,8,10,6
4558,8,1,2
4559,1,1,9
4560,3,6,9
4561,6,1,7
4562,3,4,8
4563,6,10,4
4564,4,4,3
4565,2,8,3
4566,1,4,7
4567,2,8,5
4568,6,2,6
4569,7,7,4
4570,9,5,1
4571,1,9,10
4572,2,7,8
4573,7,5,2
4574,10,1,7
4575,8,1,1
4576,3,2,8
4577,10,9,9
4578,1,3,8
4579,3,7,1
4580,8,9,5
4581,5,5,7
4582,3,5,6
4583,1,10,10
4584,6,1,4
4585,6,1,8
4586,3,7,7
4587,3,3,10
4588,8,6,7
4589,5,5,1
4590,3,7,4
4591,2,1,2
4592,8,3,8
4593,2,6,2
4594,7,2,3
4595,2,9,2
4596,8,2,3
4597,1,9,2
4598,5,3,10
4599,3,7,10
4600,10,10,4
4601,4,2,7
4602,7,10,10
4603,8,10,6
4604,5,4,4
4605,2,8,10
4606,3,5,5
4607,10,2,4
4608,9,8,5
4609,4,6,10
4610,4,2,8
4611,2,10,6
4612,10,5,9
4613,1,9,8
4614,1,1,5
4615,2,6,1
4616,10,6,7
4617,5,7,5
4618,7,8,3
4619,4,4,10
4620,10,10,8
4621,6,6,9
4622,2,6,7
4623,8,7,8
4624,3,4,5
4625,6,7,9
4626,4,2,4
4627,9,7,2
4628,2,10,9
4629,1,1,10
4630,7,1,3
4631,6,4,8
4632,6,10,8
4633,8,8,7
4634,9,3,3
4635,5,2,2
4636,5,6,8
4637,10,6,6
4638,8,5,3
4639,2,2,5
4640,2,6,3
4641,8,4,4
4642,10,3,6
4643,5,4,4
4644,6,7,7
4645,10,2,10
4646,2,6,4
4647,7,4,7
4648,8,8,9
4649,8,9,7
4650,2,10,3
4651,4,9,4
4652,9,1,10
4653,4,9,2
4654,9,1,9
4655,4,9,3
4656,8,3,6
4657,9,6,10
4658,3,7,9
4659,1,1,8
4660,9,6,10
4661,2,7,1
4662,6,7,9
4663,2,9,6
4664,8,5,9
4665,9,2,3
4666,2,1,9
4667,8,2,2
4668,9,10,10
4669,6,4,9
4670,6,7,4
4671,5,8,3
4672,10,4,6
4673,8,4,1
4674,3,7,2
4675,5,9,7
4676,6,6,5
4677,8,3,5
4678,8,6,6
4679,10,7,7
4680,5,3,3
4681,6,4,10
4682,8,3,5
4683,3,2,6
4684,7,10,3
4685,1,8,5
4686,8,8,3
4687,4,10,4
4688,10,3,2
4689,10,1,8
4690,4,7,5
4691,10,2,10
4692,2,2,5
4693,3,7,10
4694,2,1,5
4695,3,1,4
4696,10,10,3
4697,1,1,1
4698,6,5,1
4699,10,8,9
4700,7,6,7
4701,9,3,1
4702,8,2,10
4703,3,6,3
4704,8,8,6
4705,7,7,5
4706,4,8,6
4707,10,2,6
4708,4,10,2
4709,2,7,9
4710,5,3,4
4711,4,3,7
4712,2,10,6
4713,2,10,5
4714,1,6,9
4715,5,5,5
4716,5,5,7
4717,3,1,10
4718,8,6,6
4719,2,2,2
4720,5,6,4
4721,7,4,10
4722,8,5,7
4723,5,5,7
4724,1,3,8
4725,7,8,2
4726,10,1,9
4727,1,6,5
4728,2,6,2
4729,3,6,10
4730,1,1,8
4731,10,4,9
4732,8,6,8
4733,1,5,6
4734,4,8,2
4735,8,5,7
4736,8,2,7
4737,1,4,6
4738,2,7,1
4739,3,7,1
4740,5,2,6
4741,4,4,10
4742,2,9,4
4743,5,9,10
4744,4,2,7
4745,5,1,2
4746,3,3,4
4747,2,2,5
4748,7,7,7
4749,6,6,8
4750,8,6,3
4751,2,1,2
4752,10,6,2
4753,6,6,9
4754,7,1,3
4755,5,9,7
4756,4,5,9
4757,2,4,1
4758,1,8,8
4759,5,2,2
4760,1,10,4
4761,2,2,3
4762,8,3,6
4763,9,10,4
4764,8,5,4
4765,5,8,6
4766,1,7,8
4767,7,10,10
4768,4,3,8
