Data for 1000x1000 matrix
id,width,height,value
27519,1,9,6
27520,7,5,2
27521,9,9,4
27522,6,1,5
27523,1,5,7
27524,8,6,2
27525,2,3,6
27526,8,1,10
27527,7,6,1
27528,2,3,4
27529,4,6,6
27530,9,5,10
27531,9,1,4
27532,1,7,10
27533,7,8,8
27534,8,4,4
27535,8,1,6
27536,6,9,3
27537,8,7,5
27538,5,9,9
27539,3,8,9
27540,3,8,10
27541,7,7,3
27542,4,6,4
27543,1,3,4
27544,2,4,10
27545,6,6,9
27546,9,2,10
27547,3,3,10
27548,1,6,5
27549,3,6,1
27550,5,7,10
27551,7,2,1
27552,6,7,5
27553,4,3,5
27554,5,3,2
27555,9,6,3
27556,7,8,6
27557,2,10,1
27558,8,6,2
27559,9,2,7
27560,9,5,7
27561,1,4,5
27562,10,8,9
27563,6,1,6
27564,4,5,4
27565,9,2,10
27566,4,6,2
27567,10,10,8
27568,7,9,6
27569,1,1,9
27570,5,1,7
27571,7,2,3
27572,1,1,3
27573,1,8,7
27574,8,6,5
27575,9,2,2
27576,7,2,2
27577,7,7,6
27578,3,4,3
27579,1,1,5
27580,8,9,7
27581,4,4,8
27582,3,9,1
27583,4,3,1
27584,5,3,9
27585,4,3,1
27586,8,4,1
27587,3,9,10
27588,3,5,1
27589,3,2,1
27590,2,8,10
27591,4,2,5
27592,7,6,6
27593,8,5,7
27594,10,7,8
27595,10,8,6
27596,9,5,10
27597,4,7,1
27598,4,3,10
27599,7,6,2
27600,6,10,8
27601,7,4,1
27602,9,3,7
27603,1,3,6
27604,9,7,2
27605,10,6,6
27606,7,8,5
27607,7,9,9
27608,9,6,5
27609,10,7,1
27610,7,10,5
27611,5,9,8
27612,8,10,9
27613,6,3,3
27614,3,8,5
27615,2,1,8
27616,5,1,3
27617,1,2,5
27618,7,7,5
27619,2,4,5
27620,7,5,4
27621,10,4,6
27622,2,1,2
27623,1,3,4
27624,10,8,3
27625,5,4,8
27626,7,10,9
27627,3,5,5
27628,5,10,5
27629,2,2,6
27630,1,7,10
27631,8,8,4
27632,5,9,9
27633,8,2,7
27634,7,1,7
27635,6,1,1
27636,4,9,8
27637,1,5,8
27638,8,8,10
27639,6,3,9
27640,8,9,9
27641,4,8,3
27642,6,8,4
27643,10,10,9
27644,2,1,10
27645,5,10,9
27646,8,7,9
27647,1,5,9
27648,8,1,1
27649,8,6,6
27650,1,2,3
27651,5,6,8
27652,8,3,5
27653,4,10,1
27654,3,7,3
27655,3,4,4
27656,5,3,8
27657,5,5,9
27658,10,8,1
27659,3,10,10
27660,10,1,3
27661,1,1,9
27662,7,5,9
27663,5,10,10
27664,2,9,8
27665,4,7,9
27666,3,6,7
27667,9,7,2
27668,8,2,4
27669,2,5,8
27670,10,4,2
27671,4,8,9
27672,10,4,9
27673,10,8,4
27674,7,6,9
27675,10,10,8
27676,6,5,2
27677,8,5,8
27678,6,2,5
27679,1,5,1
27680,6,8,10
27681,9,1,1
27682,1,8,4
27683,7,5,3
27684,1,3,10
27685,3,2,7
27686,1,1,1
27687,2,6,4
27688,6,7,6
27689,1,2,9
27690,8,2,1
27691,9,3,7
27692,6,7,8
27693,8,9,5
27694,6,9,6
27695,4,6,3
27696,4,1,4
27697,10,9,2
27698,10,10,2
27699,6,4,9
27700,10,3,9
27701,5,10,3
27702,4,10,6
27703,8,8,8
27704,9,2,7
27705,10,10,9
27706,6,2,10
27707,3,7,7
27708,6,9,1
27709,4,5,1
27710,2,1,2
27711,4,5,9
27712,8,7,6
27713,10,6,9
27714,5,5,6
27715,3,4,6
27716,1,4,4
27717,5,2,1
27718,1,3,7
27719,5,3,2
27720,10,2,6
27721,10,6,7
27722,5,1,9
27723,6,9,7
27724,7,3,9
27725,4,1,3
27726,9,3,6
27727,2,5,9
27728,9,1,10
27729,8,1,9
27730,10,1,3
27731,4,1,3
27732,3,2,9
27733,3,9,5
27734,6,1,1
27735,2,7,1
27736,1,10,4
27737,7,5,9
27738,9,8,10
27739,9,6,4
27740,2,8,1
27741,10,4,2
27742,5,7,6
27743,5,6,8
27744,1,7,5
27745,6,3,5
27746,10,5,8
27747,1,6,5
27748,4,9,8
27749,5,4,2
27750,2,9,7
27751,4,2,9
27752,10,1,6
27753,1,5,8
27754,1,6,7
27755,7,9,9
27756,1,1,2
27757,8,2,10
27758,8,6,6
27759,1,9,2
27760,1,4,6
27761,1,2,3
27762,9,6,7
27763,8,2,9
27764,6,3,7
27765,1,6,8
27766,9,10,10
27767,2,10,7
27768,4,7,4
27769,7,2,5
27770,2,10,7
27771,8,8,10
27772,1,3,5
27773,1,6,8
27774,5,8,4
27775,1,10,1
27776,5,5,7
27777,6,10,8
27778,4,8,8
27779,10,6,2
27780,1,6,1
27781,8,7,1
27782,3,4,1
27783,2,1,2
27784,4,9,8
27785,7,9,9
27786,9,10,9
27787,2,5,7
27788,7,7,6
27789,8,2,4
27790,5,5,8
27791,10,8,5
27792,1,9,2
27793,1,1,2
27794,6,9,6
27795,10,7,8
27796,6,7,1
27797,7,9,6
27798,1,7,2
27799,3,2,9
27800,1,6,6
27801,7,7,2
27802,2,9,5
27803,8,1,10
27804,4,9,7
27805,2,10,1
27806,9,1,5
27807,3,8,5
27808,8,8,10
27809,7,9,10
27810,7,8,3
27811,7,9,5
27812,5,10,10
27813,6,8,2
27814,4,8,5
27815,5,4,7
27816,4,7,8
27817,5,2,6
27818,10,8,1
27819,8,6,2
27820,4,3,2
27821,6,4,8
27822,6,4,3
27823,4,5,3
27824,6,3,10
27825,9,9,6
27826,7,1,4
27827,7,5,8
27828,3,7,7
27829,3,2,6
27830,4,6,1
27831,1,5,5
27832,2,10,10
27833,9,6,10
27834,8,3,1
27835,4,9,10
27836,6,2,6
27837,10,7,5
27838,5,4,10
27839,4,3,5
27840,7,6,8
27841,1,10,6
27842,1,10,2
27843,2,4,9
27844,1,10,3
27845,2,2,10
27846,9,5,7
27847,6,2,10
27848,10,10,8
27849,2,7,3
27850,1,1,3
27851,5,7,9
27852,6,8,5
27853,8,2,7
27854,10,6,6
27855,3,9,7
27856,2,5,4
27857,7,1,6
27858,2,9,4
27859,5,7,6
27860,3,1,5
27861,9,9,3
27862,10,1,8
27863,2,7,5
27864,1,4,9
27865,8,8,2
27866,7,1,6
27867,10,8,2
27868,4,4,8
27869,2,5,8
27870,8,2,8
27871,1,9,6
27872,10,6,9
27873,4,1,3
27874,10,3,3
27875,2,7,7
27876,6,2,4
27877,2,9,6
27878,1,8,10
27879,6,6,1
27880,2,2,10
27881,8,1,4
27882,7,8,4
27883,10,2,6
27884,3,1,1
27885,8,6,5
27886,9,2,10
27887,10,7,1
27888,5,5,6
27889,4,1,9
27890,2,4,2
27891,7,6,5
27892,3,3,1
27893,2,7,6
27894,3,7,5
27895,3,9,7
27896,6,7,1
27897,1,7,2
27898,1,6,10
27899,1,6,2
27900,3,1,5
27901,3,7,9
27902,8,6,9
27903,6,2,9
27904,4,9,6
27905,2,9,5
27906,1,7,6
27907,2,9,9
27908,2,1,4
27909,9,8,1
27910,5,5,2
27911,5,1,8
27912,1,7,2
27913,3,1,7
27914,10,7,8
27915,2,7,1
27916,2,7,1
27917,2,9,8
27918,9,8,2
27919,8,6,10
27920,8,2,8
27921,8,5,1
27922,7,7,2
27923,8,5,10
27924,7,9,2
27925,6,7,7
27926,7,5,3
27927,3,8,7
27928,9,3,3
27929,3,2,1
27930,9,7,7
27931,7,9,2
27932,10,7,9
27933,5,10,10
27934,7,10,5
27935,7,2,6
27936,6,10,7
27937,3,8,1
27938,5,10,6
27939,8,6,5
27940,6,6,10
27941,3,6,10
27942,5,2,1
27943,2,4,4
27944,6,8,9
27945,4,3,6
27946,5,8,4
27947,10,3,2
27948,5,5,4
27949,3,1,6
27950,6,2,7
27951,9,6,1
27952,6,5,6
27953,8,10,8
27954,8,7,7
27955,9,4,1
27956,8,1,8
27957,2,3,8
27958,3,6,3
27959,9,4,4
27960,3,9,9
27961,10,5,8
27962,7,3,7
27963,1,4,1
27964,10,6,3
27965,9,4,8
27966,10,7,1
27967,4,5,4
27968,6,6,1
27969,6,3,2
27970,8,8,6
27971,4,5,1
27972,8,5,6
27973,2,5,8
27974,9,10,8
27975,4,2,7
27976,5,10,1
27977,8,8,8
27978,6,3,8
27979,2,10,3
27980,6,4,7
27981,5,5,9
27982,6,4,5
27983,7,1,10
27984,4,7,10
27985,10,6,9
27986,7,9,5
27987,2,5,9
27988,6,9,4
27989,1,7,3
27990,3,9,1
27991,10,5,5
27992,9,10,6
27993,7,8,6
27994,6,5,6
27995,9,4,3
27996,10,2,5
27997,7,4,10
27998,5,7,7
27999,10,3,4
28000,9,1,9
28001,7,10,10
28002,10,8,7
28003,9,5,3
28004,9,1,2
28005,4,1,6
28006,1,2,7
28007,9,9,6
28008,4,9,1
28009,7,6,3
28010,4,4,7
28011,3,5,8
28012,7,7,5
28013,6,3,8
28014,8,8,5
28015,8,3,7
28016,5,5,4
28017,8,1,4
28018,1,1,4
28019,10,4,6
28020,4,8,8
28021,2,7,9
28022,10,4,9
28023,3,6,1
28024,10,10,5
28025,9,6,9
28026,3,10,6
28027,1,1,4
28028,2,6,6
28029,9,4,8
28030,4,5,1
28031,8,6,1
28032,7,10,9
28033,9,1,9
28034,7,2,8
28035,4,2,6
28036,7,3,7
28037,10,4,1
28038,1,7,4
28039,6,4,1
28040,6,9,2
28041,10,8,2
28042,6,10,3
28043,2,8,4
28044,8,9,3
28045,4,5,4
28046,3,10,9
28047,3,2,4
28048,6,1,4
28049,2,6,4
28050,2,6,9
28051,6,5,8
28052,7,7,6
28053,5,3,6
28054,1,5,6
28055,5,3,4
28056,3,8,7
28057,4,6,8
28058,2,2,5
28059,8,3,3
28060,5,4,9
28061,7,10,10
28062,2,5,7
28063,7,2,9
28064,7,4,6
28065,7,8,6
28066,10,6,7
28067,4,2,6
28068,8,6,3
28069,9,1,1
28070,8,4,2
28071,8,1,5
28072,6,6,4
28073,3,5,5
28074,6,7,5
28075,8,4,8
28076,1,2,9
28077,4,8,3
28078,5,2,10
28079,3,4,6
28080,1,5,6
28081,8,9,10
28082,6,2,4
28083,7,8,3
28084,5,5,3
28085,1,6,2
28086,5,1,1
28087,3,3,3
28088,5,9,2
28089,4,8,9
28090,4,1,2
28091,3,10,9
28092,8,2,1
28093,6,4,2
28094,6,3,10
28095,7,10,5
28096,6,5,10
28097,3,10,5
28098,6,6,4
28099,1,2,6
28100,2,5,8
28101,9,5,2
28102,10,2,9
28103,10,4,9
28104,9,1,2
28105,4,5,7
28106,4,10,9
28107,8,2,5
28108,6,5,1
28109,6,10,3
28110,9,2,7
28111,2,1,1
28112,5,10,10
28113,4,7,7
28114,3,8,3
28115,9,8,2
28116,10,7,6
28117,2,9,2
28118,8,3,7
28119,10,3,8
28120,9,3,1
28121,10,10,5
28122,10,4,1
28123,10,9,9
28124,7,8,8
28125,3,3,3
28126,6,10,7
28127,6,1,8
28128,5,8,3
28129,6,1,10
28130,9,5,10
28131,6,2,10
28132,9,9,4
28133,10,10,7
28134,1,3,9
28135,2,6,2
28136,10,9,1
28137,5,9,6
28138,8,5,4
28139,4,4,4
28140,1,9,4
28141,8,6,9
28142,4,9,7
28143,4,7,1
28144,7,8,9
28145,7,9,1
28146,9,1,7
28147,5,3,7
28148,2,5,10
28149,4,5,10
28150,9,3,4
28151,1,6,4
28152,7,3,5
28153,5,3,8
28154,8,1,7
28155,3,6,5
28156,8,4,9
28157,2,2,4
28158,5,8,1
28159,5,7,8
28160,7,7,3
28161,8,6,6
28162,9,4,4
28163,10,2,4
28164,4,9,9
28165,2,7,6
28166,10,6,9
28167,4,6,3
28168,6,1,1
28169,6,7,6
28170,5,4,1
28171,1,2,3
28172,1,2,9
28173,10,6,5
28174,10,6,9
28175,7,4,5
28176,9,9,6
28177,2,7,6
28178,9,8,6
28179,4,2,1
28180,6,3,7
28181,2,5,2
28182,2,4,7
28183,3,2,1
28184,1,5,6
28185,1,6,6
28186,3,9,1
28187,1,5,7
28188,9,9,6
28189,5,9,2
28190,1,8,5
28191,10,1,2
28192,1,6,6
28193,8,10,3
28194,2,8,3
28195,10,10,10
28196,10,4,3
28197,4,4,5
28198,6,4,5
28199,8,7,10
28200,10,7,10
28201,8,4,1
28202,1,4,10
28203,1,3,2
28204,4,1,10
28205,1,4,8
28206,7,10,1
28207,9,3,8
28208,5,5,3
28209,6,2,3
28210,5,5,6
28211,5,2,8
28212,5,5,7
28213,5,5,5
28214,5,9,8
28215,6,5,5
28216,1,8,5
28217,6,1,8
28218,2,4,8
28219,6,3,2
28220,1,5,1
28221,9,9,5
28222,7,10,5
28223,3,10,5
28224,5,8,10
28225,10,8,10
28226,10,10,10
28227,10,4,2
28228,6,7,6
28229,6,4,7
28230,2,2,10
28231,1,6,4
28232,6,7,1
28233,3,9,8
28234,4,7,8
28235,3,3,1
28236,5,8,7
28237,7,7,8
28238,3,7,7
28239,1,1,2
28240,10,6,8
28241,3,10,7
28242,6,1,10
28243,8,9,1
28244,5,10,10
28245,4,4,5
28246,1,10,3
28247,5,2,10
28248,3,7,6
28249,7,7,7
28250,9,10,4
28251,6,3,10
28252,7,9,3
28253,3,4,2
28254,8,8,4
28255,9,6,1
28256,8,4,5
28257,4,6,9
28258,3,3,9
28259,10,6,10
28260,1,2,4
28261,6,9,7
28262,10,5,7
28263,10,2,8
28264,8,4,1
28265,2,10,10
28266,8,4,8
28267,2,1,5
28268,1,4,4
28269,4,4,6
28270,9,10,3
28271,2,3,6
28272,8,9,3
28273,9,3,4
28274,7,8,5
28275,7,5,9
28276,4,1,4
28277,2,4,6
28278,1,8,7
28279,1,3,8
28280,2,9,5
28281,5,4,9
28282,1,8,5
28283,6,9,4
28284,3,7,9
28285,6,4,5
28286,3,4,6
28287,3,2,2
28288,1,5,10
28289,9,2,5
28290,10,6,1
28291,9,3,4
28292,1,7,9
28293,6,3,6
28294,4,7,1
28295,1,6,8
28296,1,4,1
28297,1,4,6
28298,9,1,6
28299,8,7,8
28300,4,7,2
28301,2,5,6
28302,5,7,10
28303,2,10,1
28304,7,9,6
28305,4,9,1
28306,2,10,3
28307,6,6,6
28308,5,8,5
28309,6,8,7
28310,8,7,10
28311,3,5,5
28312,2,7,3
28313,1,5,5
28314,1,5,5
28315,8,4,5
28316,8,9,7
28317,4,7,5
28318,6,10,1
28319,1,7,10
28320,1,10,1
28321,1,2,7
28322,6,10,1
28323,10,9,10
28324,4,7,6
28325,6,1,1
28326,4,1,6
28327,8,1,9
28328,2,8,4
28329,3,7,1
28330,4,6,8
28331,7,5,5
28332,10,1,9
28333,2,8,5
28334,9,4,8
28335,10,6,3
28336,3,3,7
28337,10,9,9
28338,3,1,5
28339,10,8,5
28340,5,3,4
28341,5,7,10
28342,5,3,9
28343,7,2,7
28344,6,7,10
28345,5,5,5
28346,10,7,4
28347,9,9,1
28348,3,2,3
28349,7,10,6
28350,6,2,10
28351,8,10,3
28352,2,5,7
28353,6,1,5
28354,2,8,2
28355,5,8,3
28356,9,2,3
28357,9,4,10
28358,9,1,2
28359,3,2,10
28360,10,3,9
28361,8,7,8
28362,4,10,10
28363,4,8,9
28364,4,4,5
28365,5,10,1
28366,4,7,6
28367,1,1,2
28368,5,2,1
28369,1,6,4
28370,8,1,8
28371,4,8,6
28372,10,9,7
28373,1,2,9
28374,10,4,4
28375,1,6,3
28376,6,1,5
28377,9,2,4
28378,4,4,8
28379,1,2,1
28380,9,6,8
28381,4,10,1
28382,2,3,2
28383,3,9,9
28384,4,7,4
28385,7,4,7
28386,6,6,4
28387,2,8,6
28388,5,10,3
28389,6,10,9
28390,9,9,9
28391,2,1,2
28392,8,9,10
28393,4,1,7
28394,3,5,4
28395,10,2,9
28396,2,3,6
28397,10,6,2
28398,2,5,10
28399,2,10,6
28400,3,5,8
28401,6,3,7
28402,5,4,2
28403,2,4,9
28404,4,6,3
28405,9,5,3
28406,5,7,5
28407,8,5,1
28408,8,3,6
28409,7,8,5
28410,3,9,1
28411,3,7,2
28412,10,1,6
28413,2,5,4
28414,9,9,10
28415,6,8,2
28416,7,10,4
28417,6,8,3
28418,4,3,4
28419,7,10,8
28420,7,7,1
28421,3,4,2
28422,4,6,9
28423,10,6,8
28424,8,5,2
28425,8,1,9
28426,1,5,6
28427,7,3,10
28428,5,8,10
28429,5,8,9
28430,5,1,9
28431,1,2,5
28432,3,8,6
28433,5,3,2
28434,4,6,4
28435,6,2,8
28436,7,3,6
28437,1,7,9
28438,4,1,8
28439,2,7,1
28440,9,6,9
28441,9,7,3
28442,6,3,8
28443,9,8,4
28444,7,8,2
28445,7,3,1
28446,6,1,6
28447,8,7,5
28448,7,4,7
28449,6,5,4
28450,1,5,8
28451,1,7,10
28452,4,6,5
28453,3,2,5
28454,10,9,1
28455,8,10,9
28456,9,8,5
28457,4,8,2
28458,9,3,2
28459,6,6,8
28460,4,4,7
28461,9,6,6
28462,4,3,10
28463,5,2,1
28464,5,1,1
28465,7,10,4
28466,9,6,9
28467,1,8,3
28468,8,9,4
28469,7,3,9
28470,5,10,9
28471,9,9,10
28472,4,8,5
28473,7,2,4
28474,9,5,4
28475,4,1,2
28476,3,4,10
28477,4,4,5
28478,7,3,6
28479,5,9,10
28480,6,1,1
28481,4,8,6
28482,5,8,2
28483,2,7,4
28484,8,4,2
28485,5,3,1
28486,8,8,2
28487,8,5,9
28488,2,5,10
28489,4,10,7
28490,9,1,2
28491,3,7,10
28492,9,6,10
28493,5,1,2
28494,1,9,7
28495,2,7,4
28496,4,8,9
28497,2,1,7
28498,2,3,6
28499,10,2,4
28500,2,6,9
28501,3,3,5
28502,5,3,10
28503,7,2,2
28504,10,2,6
28505,1,10,1
28506,1,9,8
28507,5,3,4
28508,5,1,3
28509,3,6,4
28510,1,10,6
28511,10,2,10
28512,2,8,10
28513,10,3,5
28514,6,2,6
28515,8,9,8
28516,10,4,7
28517,4,7,9
28518,2,1,6
28519,6,1,6
28520,10,4,7
28521,1,3,9
28522,1,9,7
28523,3,7,3
28524,5,10,1
28525,3,9,8
28526,3,7,2
28527,3,7,4
28528,4,9,9
28529,1,6,4
28530,10,1,2
28531,7,9,4
28532,5,8,2
28533,10,7,4
28534,6,7,5
28535,10,3,1
28536,8,5,8
28537,7,2,9
28538,7,6,8
28539,3,6,4
28540,1,6,9
28541,5,8,4
28542,7,2,4
28543,10,1,5
28544,10,7,6
28545,7,4,3
28546,10,7,8
28547,6,2,4
28548,5,8,8
28549,6,2,10
28550,8,3,8
28551,4,5,7
28552,2,5,4
28553,4,2,3
28554,8,4,7
28555,8,1,9
28556,1,2,3
28557,8,6,7
28558,4,9,7
28559,8,4,7
28560,4,8,5
28561,7,6,10
28562,7,4,10
28563,6,3,3
28564,7,6,3
28565,8,3,4
28566,1,1,5
28567,4,7,1
28568,6,2,1
28569,1,4,2
28570,3,10,8
28571,8,4,5
28572,6,7,5
28573,8,10,6
28574,2,4,2
28575,1,2,5
28576,10,7,9
28577,1,2,6
28578,7,6,6
28579,4,2,5
28580,6,8,1
28581,3,5,9
28582,8,9,8
28583,10,10,3
28584,2,7,2
28585,10,10,1
28586,7,8,5
28587,9,8,1
28588,9,6,2
28589,1,5,2
28590,7,2,2
28591,10,2,4
28592,7,6,10
28593,9,6,4
28594,8,9,2
28595,6,3,2
28596,9,1,6
28597,8,6,5
28598,10,5,5
28599,10,2,10
28600,5,1,6
28601,9,4,6
28602,7,4,3
28603,3,7,4
28604,7,8,4
28605,6,4,1
28606,10,7,10
28607,6,10,10
28608,4,3,1
28609,5,10,9
28610,2,5,4
28611,1,6,10
28612,8,9,8
28613,9,6,8
28614,10,7,8
28615,8,5,8
28616,1,9,5
28617,4,10,7
28618,6,3,8
28619,1,1,6
28620,4,4,9
28621,6,5,8
28622,4,2,6
28623,2,1,6
28624,2,8,5
28625,4,5,5
28626,4,4,5
28627,10,8,5
28628,10,10,10
28629,4,1,2
28630,1,10,1
28631,2,10,6
28632,2,8,2
28633,5,1,6
28634,5,5,6
28635,9,4,7
28636,7,8,5
28637,7,9,7
28638,4,9,6
28639,5,5,8
28640,8,10,2
28641,4,3,7
28642,1,8,5
28643,10,6,5
28644,9,4,10
28645,1,1,2
28646,8,2,2
28647,4,9,10
28648,4,3,6
28649,8,1,5
28650,5,10,10
28651,7,9,8
28652,4,3,7
28653,9,5,1
28654,9,4,9
28655,5,7,6
28656,5,8,8
28657,9,9,2
28658,1,8,3
28659,3,6,10
28660,3,4,3
28661,3,1,4
28662,7,6,8
28663,7,7,4
28664,7,7,7
28665,9,3,6
28666,3,9,3
28667,8,7,9
28668,5,8,6
28669,3,10,9
28670,9,4,2
28671,3,5,5
28672,3,9,8
28673,7,7,6
28674,5,7,1
28675,10,7,1
28676,10,5,3
28677,9,3,4
28678,2,5,3
28679,6,2,6
28680,8,6,2
28681,6,9,1
28682,7,2,5
28683,3,8,6
28684,5,6,4
28685,4,7,5
28686,8,9,4
28687,3,1,10
28688,6,1,2
28689,3,1,2
28690,5,4,2
28691,2,3,3
28692,6,2,7
28693,10,5,1
28694,6,9,3
28695,5,5,1
28696,8,1,7
28697,4,2,3
28698,6,10,3
28699,5,8,4
28700,4,2,1
28701,1,2,4
28702,3,10,3
28703,7,8,7
28704,7,9,5
28705,6,10,2
28706,6,7,10
28707,1,2,7
28708,4,1,10
28709,9,10,3
28710,1,3,4
28711,7,9,9
28712,9,3,10
28713,8,7,1
28714,1,9,7
28715,1,5,7
28716,4,5,8
28717,8,10,4
28718,10,4,10
28719,9,5,4
28720,10,9,7
28721,10,8,10
28722,7,2,8
28723,6,2,8
28724,5,1,4
28725,6,6,8
28726,8,6,9
28727,2,2,8
28728,2,3,5
28729,1,3,6
28730,5,9,6
28731,3,8,3
28732,2,10,9
28733,2,7,3
28734,10,10,3
28735,4,3,9
28736,5,8,9
28737,9,3,8
28738,3,8,10
28739,2,8,8
28740,8,1,1
28741,7,3,1
28742,10,5,10
28743,8,5,10
28744,3,6,9
28745,3,6,6
28746,7,2,10
28747,3,3,9
28748,5,5,7
28749,7,8,5
28750,8,8,10
28751,3,2,8
28752,10,4,3
28753,1,8,6
28754,4,10,9
28755,7,3,3
28756,9,1,9
28757,10,10,2
28758,4,5,1
28759,10,8,8
28760,1,10,1
28761,10,1,7
28762,10,10,4
28763,3,4,3
28764,5,9,3
28765,4,9,6
28766,9,4,10
28767,5,9,6
28768,6,6,6
28769,5,9,8
28770,10,4,10
28771,5,6,2
28772,4,8,8
28773,6,5,6
28774,3,1,9
28775,7,10,8
28776,5,4,2
28777,6,1,5
28778,9,1,9
28779,7,2,4
28780,10,8,4
28781,4,4,2
28782,1,3,2
28783,6,4,7
28784,10,7,1
28785,2,7,8
28786,5,6,1
28787,1,5,3
28788,1,9,4
28789,3,5,2
28790,10,10,3
28791,8,1,9
28792,5,6,1
28793,9,1,7
28794,4,9,9
28795,4,6,5
28796,5,7,7
28797,4,4,7
28798,8,3,7
28799,7,2,10
28800,8,1,1
28801,9,3,9
28802,10,7,9
28803,7,10,3
28804,1,3,5
28805,1,8,5
28806,1,3,8
28807,5,6,2
28808,6,6,8
28809,8,9,6
28810,8,8,7
28811,6,4,9
28812,4,2,6
28813,8,7,6
28814,5,5,8
28815,6,7,6
28816,10,7,10
28817,4,2,7
28818,3,4,5
28819,4,9,8
28820,4,1,1
28821,7,3,1
28822,6,9,4
28823,2,10,6
28824,9,9,7
28825,2,7,4
28826,6,10,7
28827,1,7,7
28828,6,3,4
28829,5,1,9
28830,8,8,4
28831,5,10,8
28832,10,9,10
28833,4,6,1
28834,9,3,1
28835,4,9,5
28836,10,5,5
28837,3,8,7
28838,5,4,7
28839,7,9,8
28840,7,3,1
28841,8,6,10
28842,2,10,1
28843,5,5,10
28844,7,9,1
28845,9,1,2
28846,1,4,3
28847,9,10,8
28848,7,3,9
28849,7,4,9
28850,1,7,6
28851,2,2,4
28852,7,6,1
28853,4,5,4
28854,9,8,1
28855,9,9,9
28856,5,2,7
28857,4,1,7
28858,1,9,9
28859,7,8,6
28860,1,4,4
28861,10,3,8
28862,2,3,8
28863,4,9,6
28864,8,6,10
28865,2,1,10
28866,10,1,6
28867,9,10,3
28868,6,9,1
28869,3,7,2
28870,2,7,9
28871,3,1,2
28872,2,6,6
28873,2,3,2
28874,7,2,5
28875,7,7,5
28876,9,1,10
28877,9,3,8
28878,6,10,10
28879,2,5,10
28880,3,2,3
28881,5,7,7
28882,5,3,3
28883,10,10,7
28884,9,3,7
28885,8,4,10
28886,6,6,6
28887,3,4,4
28888,5,8,10
28889,1,8,8
28890,7,1,7
28891,5,6,6
28892,9,4,5
28893,6,6,5
28894,1,1,3
28895,2,1,6
28896,2,3,6
28897,2,5,1
28898,10,2,5
28899,8,7,8
28900,10,9,3
28901,2,1,6
28902,2,6,4
28903,1,3,1
28904,5,9,5
28905,9,3,3
28906,8,3,7
28907,3,4,8
28908,5,4,3
28909,4,5,9
28910,4,4,8
28911,1,9,3
28912,10,5,3
28913,5,4,2
28914,2,7,5
28915,10,5,10
28916,10,8,2
28917,8,9,3
28918,5,2,9
28919,5,4,5
28920,7,7,6
28921,4,6,7
28922,7,7,6
28923,9,4,1
28924,3,4,5
28925,10,4,8
28926,5,2,6
28927,8,3,1
28928,4,9,4
28929,4,2,7
28930,2,3,8
28931,1,8,8
28932,5,3,2
28933,4,2,6
28934,10,2,8
28935,7,5,9
28936,1,5,2
28937,4,5,3
28938,3,2,10
28939,6,9,7
28940,1,5,7
28941,6,7,2
28942,1,8,6
28943,6,2,4
28944,3,4,5
28945,1,9,4
28946,5,3,2
28947,6,1,6
28948,9,3,7
28949,4,2,5
28950,6,8,6
28951,7,4,6
28952,2,1,9
28953,3,3,5
28954,6,4,2
28955,10,7,3
28956,9,10,2
28957,5,8,7
28958,5,5,8
28959,7,2,10
28960,8,1,9
28961,7,8,1
28962,4,9,2
28963,1,2,10
28964,1,9,7
28965,3,3,6
28966,10,6,3
28967,1,10,3
28968,5,4,4
28969,4,8,2
28970,10,7,7
28971,7,5,4
28972,6,1,9
28973,6,7,4
28974,3,2,9
28975,7,5,7
28976,2,6,5
28977,5,5,6
28978,3,8,7
28979,9,3,7
28980,6,6,9
28981,4,2,8
28982,8,3,3
28983,6,9,3
28984,3,2,10
28985,6,1,6
28986,9,1,8
28987,2,5,2
28988,8,6,8
28989,5,6,4
28990,7,7,4
28991,5,9,5
28992,2,2,8
28993,7,2,3
28994,3,1,8
28995,8,10,7
28996,8,4,3
28997,5,5,9
28998,9,6,4
28999,6,2,9
29000,4,8,4
29001,3,2,10
29002,4,6,6
29003,3,9,8
29004,7,10,3
29005,9,3,1
29006,6,3,2
29007,6,10,3
29008,4,9,5
29009,5,3,4
29010,6,7,3
29011,3,6,5
29012,3,2,7
29013,3,3,2
29014,5,6,8
29015,6,3,6
29016,8,4,6
29017,7,7,5
29018,6,6,7
29019,5,4,5
29020,7,10,9
29021,5,9,8
29022,7,2,7
29023,6,2,4
29024,9,1,9
29025,9,5,10
29026,3,7,9
29027,2,4,5
29028,8,10,5
29029,5,10,3
29030,7,3,9
29031,6,2,9
29032,1,2,4
29033,9,4,6
29034,10,9,3
29035,6,9,3
29036,10,6,3
29037,10,9,5
29038,4,3,6
29039,2,6,8
29040,1,5,6
29041,6,5,4
29042,5,7,2
29043,4,7,5
29044,5,5,2
29045,2,1,3
29046,10,2,2
29047,4,6,8
29048,3,5,1
29049,9,2,10
29050,2,4,8
29051,4,10,7
29052,4,8,7
29053,2,2,1
29054,4,8,6
29055,6,5,2
29056,6,5,3
29057,10,5,6
29058,8,1,9
29059,2,2,10
29060,8,1,7
29061,2,10,8
29062,8,4,7
29063,5,7,6
29064,9,2,2
29065,6,7,2
29066,4,10,2
29067,7,7,8
29068,6,9,7
29069,8,4,6
29070,5,4,10
29071,7,7,8
